" Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",O30.092
" Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",O30.093
" Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",O30.099
 Triplet pregnancy,O30.1
" Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs",O30.10
" Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",O30.101
" Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",O30.102
" Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",O30.103
" Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",O30.109
 Triplet pregnancy with two or more monochorionic fetuses,O30.11
" Triplet pregnancy with two or more monochorionic fetuses, first trimester",O30.111
" Triplet pregnancy with two or more monochorionic fetuses, second trimester",O30.112
" Triplet pregnancy with two or more monochorionic fetuses, third trimester",O30.113
" Triplet pregnancy with two or more monochorionic fetuses, unspecified trimester",O30.119
 Triplet pregnancy with two or more monoamniotic fetuses,O30.12
" Triplet pregnancy with two or more monoamniotic fetuses, first trimester",O30.121
" Triplet pregnancy with two or more monoamniotic fetuses, third trimester",O30.123
" Triplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",O30.129
" Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs",O30.19
" Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",O30.191
" Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",O30.192
" Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",O30.193
" Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",O30.199
 Quadruplet pregnancy,O30.2
" Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs",O30.20
" Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",O30.201
" Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",O30.202
" Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",O30.203
" Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",O30.209
 Quadruplet pregnancy with two or more monochorionic fetuses,O30.21
" Quadruplet pregnancy with two or more monochorionic fetuses, first trimester",O30.211
" Quadruplet pregnancy with two or more monochorionic fetuses, second trimester",O30.212
" Quadruplet pregnancy with two or more monochorionic fetuses, third trimester",O30.213
" Quadruplet pregnancy with two or more monochorionic fetuses, unspecified trimester",O30.219
 Quadruplet pregnancy with two or more monoamniotic fetuses,O30.22
" Quadruplet pregnancy with two or more monoamniotic fetuses, first trimester",O30.221
" Quadruplet pregnancy with two or more monoamniotic fetuses, second trimester",O30.222
" Quadruplet pregnancy with two or more monoamniotic fetuses, third trimester",O30.223
" Quadruplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",O30.229
" Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs",O30.29
" Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",O30.291
" Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",O30.292
" Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",O30.293
" Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",O30.299
 Other specified multiple gestation,O30.8
" Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs",O30.80
" Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",O30.801
" Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",O30.802
" Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",O30.803
" Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",O30.809
 Other specified multiple gestation with two or more monochorionic fetuses,O30.81
" Other specified multiple gestation with two or more monochorionic fetuses, first trimester",O30.811
" Other specified multiple gestation with two or more monochorionic fetuses, second trimester",O30.812
" Other specified multiple gestation with two or more monochorionic fetuses, third trimester",O30.813
" Other specified multiple gestation with two or more monochorionic fetuses, unspecified trimester",O30.819
 Other specified multiple gestation with two or more monoamniotic fetuses,O30.82
" Other specified multiple gestation with two or more monoamniotic fetuses, first trimester",O30.821
" Other specified multiple gestation with two or more monoamniotic fetuses, second trimester",O30.822
" Other specified multiple gestation with two or more monoamniotic fetuses, third trimester",O30.823
" Other specified multiple gestation with two or more monoamniotic fetuses, unspecified trimester",O30.829
" Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs",O30.89
" Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, first trimester",O30.891
" Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, second trimester",O30.892
" Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, third trimester",O30.893
" Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",O30.899
" Multiple gestation, unspecified",O30.9
" Multiple gestation, unspecified, unspecified trimester",O30.90
" Multiple gestation, unspecified, first trimester",O30.91
" Multiple gestation, unspecified, second trimester",O30.92
" Multiple gestation, unspecified, third trimester",O30.93
 Papyraceous fetus,O31.0
" Papyraceous fetus, unspecified trimester",O31.00
" Papyraceous fetus, first trimester",O31.01
" Papyraceous fetus, second trimester",O31.02
" Papyraceous fetus, third trimester",O31.03
 Continuing pregnancy after spontaneous abortion of one fetus or more,O31.1
" Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester",O31.10
" Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester",O31.11
" Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester",O31.12
" Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester",O31.13
 Continuing pregnancy after intrauterine death of one fetus or more,O31.2
" Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester",O31.20
" Continuing pregnancy after intrauterine death of one fetus or more, first trimester",O31.21
" Continuing pregnancy after intrauterine death of one fetus or more, second trimester",O31.22
" Continuing pregnancy after intrauterine death of one fetus or more, third trimester",O31.23
 Continuing pregnancy after elective fetal reduction of one fetus or more,O31.3
" Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester",O31.30
" Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester",O31.31
" Continuing pregnancy after elective fetal reduction of one fetus or more, second trimester",O31.32
" Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester",O31.33
 Other complications specific to multiple gestation,O31.8
 Other complications specific to multiple gestation,O31.8X
" Other complications specific to multiple gestation, first trimester",O31.8X1
" Other complications specific to multiple gestation, second trimester",O31.8X2
" Other complications specific to multiple gestation, third trimester",O31.8X3
" Other complications specific to multiple gestation, unspecified trimester",O31.8X9
 Maternal care for malpresentation of fetus,O32
 Maternal care for unstable lie,O32.0
 Maternal care for breech presentation,O32.1
 Maternal care for transverse and oblique lie,O32.2
" Maternal care for face, brow and chin presentation",O32.3
 Maternal care for high head at term,O32.4
 Maternal care for compound presentation,O32.6
 Maternal care for other malpresentation of fetus,O32.8
" Maternal care for malpresentation of fetus, unspecified",O32.9
 Maternal care for disproportion,O33
 Maternal care for disproportion due to deformity of maternal pelvic bones,O33.0
 Maternal care for disproportion due to generally contracted pelvis,O33.1
 Maternal care for disproportion due to inlet contraction of pelvis,O33.2
 Maternal care for disproportion due to outlet contraction of pelvis,O33.3
 Maternal care for disproportion of mixed maternal and fetal origin,O33.4
 Maternal care for disproportion due to unusually large fetus,O33.5
 Maternal care for disproportion due to hydrocephalic fetus,O33.6
 Maternal care for disproportion due to other fetal deformities,O33.7
 Maternal care for disproportion of other origin,O33.8
" Maternal care for disproportion, unspecified",O33.9
 Maternal care for congenital malformation of uterus,O34.0
" Maternal care for unspecified congenital malformation of uterus, unspecified trimester",O34.00
" Maternal care for unspecified congenital malformation of uterus, first trimester",O34.01
" Maternal care for unspecified congenital malformation of uterus, second trimester",O34.02
" Maternal care for unspecified congenital malformation of uterus, third trimester",O34.03
 Maternal care for benign tumor of corpus uteri Excludes2: maternal care for benign tumor of cervix (O34.4-),O34.1
" Maternal care for benign tumor of corpus uteri, unspecified trimester",O34.10
" Maternal care for benign tumor of corpus uteri, first trimester",O34.11
" Maternal care for benign tumor of corpus uteri, second trimester",O34.12
" Maternal care for benign tumor of corpus uteri, third trimester",O34.13
 Maternal care due to uterine scar from previous surgery,O34.2
 Maternal care for scar from previous cesarean delivery O34.29 Maternal care due to uterine scar from other previous surgery,O34.21
 Maternal care for cervical incompetence,O34.3
" Maternal care for cervical incompetence, unspecified trimester O34.31 Maternal care for cervical incompetence, first trimester",O34.30
" Maternal care for cervical incompetence, second trimester O34.33 Maternal care for cervical incompetence, third trimester",O34.32
 Maternal care for other abnormalities of cervix,O34.4
" Maternal care for other abnormalities of cervix, unspecified trimester",O34.40
" Maternal care for other abnormalities of cervix, first trimester",O34.41
" Maternal care for other abnormalities of cervix, second trimester",O34.42
" Maternal care for other abnormalities of cervix, third trimester",O34.43
 Maternal care for other abnormalities of gravid uterus,O34.5
 Maternal care for incarceration of gravid uterus,O34.51
" Maternal care for incarceration of gravid uterus, first trimester",O34.511
" Maternal care for incarceration of gravid uterus, second trimester",O34.512
" Maternal care for incarceration of gravid uterus, third trimester",O34.513
" Maternal care for incarceration of gravid uterus, unspecified trimester",O34.519
 Maternal care for prolapse of gravid uterus,O34.52
" Maternal care for prolapse of gravid uterus, first trimester",O34.521
" Maternal care for prolapse of gravid uterus, second trimester",O34.522
" Maternal care for prolapse of gravid uterus, third trimester",O34.523
" Maternal care for retroversion of gravid uterus, first trimester",O34.531
" Maternal care for retroversion of gravid uterus, second trimester",O34.532
" Maternal care for retroversion of gravid uterus, third trimester",O34.533
" Maternal care for retroversion of gravid uterus, unspecified trimester",O34.539
 Maternal care for other abnormalities of gravid uterus,O34.59
" Maternal care for other abnormalities of gravid uterus, first trimester O34.592 Maternal care for other abnormalities of gravid uterus, second trimester O34.593 Maternal care for other abnormalities of gravid uterus, third trimester O34.599 Maternal care for other abnormalities of gravid uterus, unspecified trimester",O34.591
 Maternal care for abnormality of vagina,O34.6
" Maternal care for abnormality of vagina, unspecified trimester",O34.60
" Maternal care for abnormality of vagina, first trimester",O34.61
" Maternal care for abnormality of vagina, second trimester",O34.62
" Maternal care for abnormality of vagina, third trimester",O34.63
 Maternal care for abnormality of vulva and perineum,O34.7
" Maternal care for abnormality of vulva and perineum, unspecified trimester",O34.70
" Maternal care for abnormality of vulva and perineum, first trimester",O34.71
" Maternal care for abnormality of vulva and perineum, second trimester",O34.72
" Maternal care for abnormality of vulva and perineum, third trimester",O34.73
 Maternal care for other abnormalities of pelvic organs,O34.8
" Maternal care for other abnormalities of pelvic organs, unspecified trimester",O34.80
" Maternal care for other abnormalities of pelvic organs, first trimester",O34.81
" Maternal care for other abnormalities of pelvic organs, second trimester",O34.82
" Maternal care for other abnormalities of pelvic organs, third trimester",O34.83
" Maternal care for abnormality of pelvic organ, unspecified",O34.9
" Maternal care for abnormality of pelvic organ, unspecified, unspecified trimester O34.91 Maternal care for abnormality of pelvic organ, unspecified, first trimester",O34.90
" Maternal care for abnormality of pelvic organ, unspecified, second trimester O34.93 Maternal care for abnormality of pelvic organ, unspecified, third trimester",O34.92
 Maternal care for known or suspected fetal abnormality and damage,O35
 Maternal care for (suspected) central nervous system malformation in fetus,O35.0
 Maternal care for (suspected) chromosomal abnormality in fetus,O35.1
 Maternal care for (suspected) hereditary disease in fetus,O35.2
 Maternal care for (suspected) damage to fetus from viral disease in mother,O35.3
 Maternal care for (suspected) damage to fetus from alcohol,O35.4
 Maternal care for (suspected) damage to fetus by drugs,O35.5
 Maternal care for (suspected) damage to fetus by radiation,O35.6
 Maternal care for (suspected) damage to fetus by other medical procedures,O35.7
 Maternal care for other (suspected) fetal abnormality and damage,O35.8
" Maternal care for (suspected) fetal abnormality and damage, unspecified",O35.9
 Maternal care for other fetal problems,O36
 Maternal care for rhesus isoimmunization,O36.0
" Maternal care for anti-D [Rh] antibodies, first trimester",O36.011
" Maternal care for anti-D [Rh] antibodies, second trimester",O36.012
" Maternal care for anti-D [Rh] antibodies, third trimester",O36.013
" Maternal care for anti-D [Rh] antibodies, unspecified trimester",O36.019
 Maternal care for other rhesus isoimmunization,O36.09
" Maternal care for other rhesus isoimmunization, first trimester",O36.091
" Maternal care for other rhesus isoimmunization, second trimester",O36.092
" Maternal care for other rhesus isoimmunization, third trimester",O36.093
" Maternal care for other rhesus isoimmunization, unspecified trimester",O36.099
 Maternal care for other isoimmunization,O36.1
 Maternal care for Anti-A sensitization,O36.11
" Maternal care for Anti-A sensitization, first trimester",O36.111
" Maternal care for Anti-A sensitization, second trimester",O36.112
" Maternal care for Anti-A sensitization, third trimester",O36.113
" Maternal care for Anti-A sensitization, unspecified trimester",O36.119
 Maternal care for other isoimmunization,O36.19
" Maternal care for other isoimmunization, first trimester",O36.191
" Maternal care for other isoimmunization, second trimester",O36.192
" Maternal care for other isoimmunization, third trimester",O36.193
" Maternal care for other isoimmunization, unspecified trimester",O36.199
 Maternal care for hydrops fetalis,O36.2
" Maternal care for hydrops fetalis, unspecified trimester",O36.20
" Maternal care for hydrops fetalis, first trimester",O36.21
" Maternal care for hydrops fetalis, second trimester",O36.22
" Maternal care for hydrops fetalis, third trimester",O36.23
 Maternal care for intrauterine death,O36.4
 Maternal care for known or suspected poor fetal growth,O36.5
 Maternal care for known or suspected placental insufficiency,O36.51
" Maternal care for known or suspected placental insufficiency, first trimester",O36.511
" Maternal care for known or suspected placental insufficiency, third trimester",O36.513
" Maternal care for known or suspected placental insufficiency, unspecified trimester",O36.519
 Maternal care for other known or suspected poor fetal growth,O36.59
" Maternal care for other known or suspected poor fetal growth, first trimester",O36.591
" Maternal care for other known or suspected poor fetal growth, second trimester",O36.592
" Maternal care for other known or suspected poor fetal growth, third trimester",O36.593
" Maternal care for other known or suspected poor fetal growth, unspecified trimester",O36.599
 Maternal care for excessive fetal growth,O36.6
" Maternal care for excessive fetal growth, unspecified trimester",O36.60
" Maternal care for excessive fetal growth, first trimester",O36.61
" Maternal care for excessive fetal growth, second trimester",O36.62
" Maternal care for excessive fetal growth, third trimester",O36.63
 Maternal care for viable fetus in abdominal pregnancy,O36.7
" Maternal care for viable fetus in abdominal pregnancy, unspecified trimester",O36.70
" Maternal care for viable fetus in abdominal pregnancy, first trimester",O36.71
" Maternal care for viable fetus in abdominal pregnancy, second trimester",O36.72
" Maternal care for viable fetus in abdominal pregnancy, third trimester",O36.73
 Maternal care for other specified fetal problems,O36.8
 Pregnancy with inconclusive fetal viability,O36.80
 Decreased fetal movements,O36.81
" Decreased fetal movements, second trimester",O36.812
" Decreased fetal movements, third trimester",O36.813
" Decreased fetal movements, unspecified trimester",O36.819
 Fetal anemia and thrombocytopenia,O36.82
" Fetal anemia and thrombocytopenia, first trimester",O36.821
" Fetal anemia and thrombocytopenia, second trimester",O36.822
" Fetal anemia and thrombocytopenia, third trimester",O36.823
" Fetal anemia and thrombocytopenia, unspecified trimester",O36.829
 Maternal care for other specified fetal problems,O36.89
" Maternal care for other specified fetal problems, first trimester O36.892 Maternal care for other specified fetal problems, second trimester O36.893 Maternal care for other specified fetal problems, third trimester O36.899 Maternal care for other specified fetal problems, unspecified trimester",O36.891
" Maternal care for fetal problem, unspecified",O36.9
" Maternal care for fetal problem, unspecified, unspecified trimester",O36.90
" Maternal care for fetal problem, unspecified, second trimester",O36.92
" Maternal care for fetal problem, unspecified, third trimester",O36.93
 Polyhydramnios,O40
" Polyhydramnios, first trimester",O40.1
" Polyhydramnios, second trimester O40.3 Polyhydramnios, third trimester",O40.2
" Polyhydramnios, unspecified trimester",O40.9
 Other disorders of amniotic fluid and membranes,O41
 Oligohydramnios,O41.0
" Oligohydramnios, unspecified trimester",O41.00
" Oligohydramnios, first trimester",O41.01
" Oligohydramnios, second trimester",O41.02
" Oligohydramnios, third trimester",O41.03
 Infection of amniotic sac and membranes,O41.1
" Infection of amniotic sac and membranes, unspecified",O41.10
" Infection of amniotic sac and membranes, unspecified, first trimester",O41.101
" Infection of amniotic sac and membranes, unspecified, second trimester",O41.102
" Infection of amniotic sac and membranes, unspecified, third trimester",O41.103
" Infection of amniotic sac and membranes, unspecified, unspecified trimester",O41.109
 Chorioamnionitis,O41.12
" Chorioamnionitis, second trimester",O41.122
" Chorioamnionitis, third trimester",O41.123
" Chorioamnionitis, unspecified trimester",O41.129
 Placentitis,O41.14
" Placentitis, first trimester",O41.141
" Placentitis, second trimester",O41.142
" Placentitis, third trimester",O41.143
" Placentitis, unspecified trimester",O41.149
 Other specified disorders of amniotic fluid and membranes,O41.8
 Other specified disorders of amniotic fluid and membranes,O41.8X
" Other specified disorders of amniotic fluid and membranes, first trimester",O41.8X1
" Other specified disorders of amniotic fluid and membranes, second trimester",O41.8X2
" Other specified disorders of amniotic fluid and membranes, third trimester",O41.8X3
" Other specified disorders of amniotic fluid and membranes, unspecified trimester",O41.8X9
" Disorder of amniotic fluid and membranes, unspecified",O41.9
" Disorder of amniotic fluid and membranes, unspecified, unspecified trimester",O41.90
" Disorder of amniotic fluid and membranes, unspecified, first trimester",O41.91
" Disorder of amniotic fluid and membranes, unspecified, second trimester",O41.92
" Disorder of amniotic fluid and membranes, unspecified, third trimester",O41.93
 Premature rupture of membranes,O42
" Premature rupture of membranes, onset of labor within 24 hours of rupture",O42.0
" Premature rupture of membranes, onset of labor within 24 hours of rupture, unspecified weeks of gestation",O42.00
" Preterm premature rupture of membranes, onset of labor within 24 hours of rupture",O42.01
" Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, first trimester",O42.011
" Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, second trimester",O42.012
" Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, third trimester",O42.013
" Preterm premature rupture of membranes, onset of labor within 24 hours of rupture, unspecified trimester",O42.019
" Full-term premature rupture of membranes, onset of labor within 24 hours of rupture",O42.02
" Premature rupture of membranes, onset of labor more than 24 hours following rupture",O42.1
" Premature rupture of membranes, onset of labor more than 24 hours following rupture, unspecified weeks of gestation",O42.10
" Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture",O42.11
" Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture, second trimester",O42.112
" Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture, third trimester",O42.113
" Preterm premature rupture of membranes, onset of labor more than 24 hours following rupture, unspecified trimester",O42.119
" Full-term premature rupture of membranes, onset of labor more than 24 hours following rupture",O42.12
" Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor",O42.9
" Premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, unspecified weeks of gestation",O42.90
" Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor",O42.91
" Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, first trimester",O42.911
" Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, second trimester",O42.912
" Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, third trimester",O42.913
" Preterm premature rupture of membranes, unspecified as to length of time between rupture and onset of labor, unspecified trimester",O42.919
" Full-term premature rupture of membranes, unspecified as to length of time between rupture and onset of labor",O42.92
 Placental disorders,O43
 Placental transfusion syndromes,O43.0
 Fetomaternal placental transfusion syndrome,O43.01
" Fetomaternal placental transfusion syndrome, first trimester",O43.011
" Fetomaternal placental transfusion syndrome, second trimester",O43.012
" Fetomaternal placental transfusion syndrome, third trimester",O43.013
" Fetomaternal placental transfusion syndrome, unspecified trimester",O43.019
 Fetus-to-fetus placental transfusion syndrome,O43.02
" Fetus-to-fetus placental transfusion syndrome, first trimester",O43.021
" Fetus-to-fetus placental transfusion syndrome, second trimester",O43.022
" Fetus-to-fetus placental transfusion syndrome, third trimester",O43.023
" Fetus-to-fetus placental transfusion syndrome, unspecified trimester",O43.029
" Malformation of placenta, unspecified",O43.10
" Malformation of placenta, unspecified, first trimester",O43.101
" Malformation of placenta, unspecified, second trimester",O43.102
" Malformation of placenta, unspecified, third trimester",O43.103
" Malformation of placenta, unspecified, unspecified trimester",O43.109
 Circumvallate placenta,O43.11
" Circumvallate placenta, first trimester",O43.111
" Circumvallate placenta, second trimester",O43.112
" Circumvallate placenta, third trimester",O43.113
" Circumvallate placenta, unspecified trimester",O43.119
 Velamentous insertion of umbilical cord,O43.12
" Velamentous insertion of umbilical cord, first trimester",O43.121
" Velamentous insertion of umbilical cord, second trimester",O43.122
" Velamentous insertion of umbilical cord, third trimester",O43.123
" Velamentous insertion of umbilical cord, unspecified trimester",O43.129
 Other malformation of placenta,O43.19
" Other malformation of placenta, first trimester",O43.191
" Other malformation of placenta, second trimester",O43.192
" Other malformation of placenta, third trimester",O43.193
" Other malformation of placenta, unspecified trimester",O43.199
 Morbidly adherent placenta,O43.2
 Placenta accreta,O43.21
" Placenta accreta, first trimester",O43.211
" Placenta accreta, second trimester",O43.212
" Placenta accreta, third trimester",O43.213
" Placenta accreta, unspecified trimester",O43.219
 Placenta increta,O43.22
" Placenta increta, first trimester",O43.221
" Placenta increta, second trimester",O43.222
" Placenta increta, third trimester",O43.223
" Placenta increta, unspecified trimester",O43.229
 Placenta percreta,O43.23
" Placenta percreta, first trimester",O43.231
" Placenta percreta, second trimester",O43.232
" Placenta percreta, third trimester",O43.233
" Placenta percreta, unspecified trimester",O43.239
" Placental infarction, first trimester",O43.811
" Placental infarction, second trimester",O43.812
" Placental infarction, third trimester",O43.813
" Placental infarction, unspecified trimester",O43.819
 Other placental disorders,O43.89
" Other placental disorders, first trimester",O43.891
" Other placental disorders, second trimester",O43.892
" Other placental disorders, third trimester",O43.893
" Other placental disorders, unspecified trimester",O43.899
 Unspecified placental disorder,O43.9
" Unspecified placental disorder, unspecified trimester",O43.90
" Unspecified placental disorder, first trimester",O43.91
" Unspecified placental disorder, second trimester",O43.92
" Unspecified placental disorder, third trimester",O43.93
 Placenta previa,O44
 Placenta previa specified as without hemorrhage,O44.0
" Placenta previa specified as without hemorrhage, unspecified trimester",O44.00
" Placenta previa specified as without hemorrhage, first trimester",O44.01
" Placenta previa specified as without hemorrhage, second trimester",O44.02
" Placenta previa specified as without hemorrhage, third trimester",O44.03
 Placenta previa with hemorrhage,O44.1
" Placenta previa with hemorrhage, unspecified trimester",O44.10
" Placenta previa with hemorrhage, first trimester",O44.11
" Placenta previa with hemorrhage, second trimester",O44.12
" Placenta previa with hemorrhage, third trimester",O44.13
 Premature separation of placenta [abruptio placentae],O45
 Premature separation of placenta with coagulation defect,O45.0
" Premature separation of placenta with coagulation defect, unspecified",O45.00
" Premature separation of placenta with coagulation defect, unspecified, first trimester",O45.001
" Premature separation of placenta with coagulation defect, unspecified, second trimester",O45.002
" Premature separation of placenta with coagulation defect, unspecified, third trimester",O45.003
 Premature separation of placenta with afibrinogenemia,O45.01
" Premature separation of placenta with afibrinogenemia, first trimester",O45.011
" Premature separation of placenta with afibrinogenemia, second trimester",O45.012
" Premature separation of placenta with afibrinogenemia, third trimester",O45.013
" Premature separation of placenta with afibrinogenemia, unspecified trimester",O45.019
 Premature separation of placenta with disseminated intravascular coagulation,O45.02
" Premature separation of placenta with disseminated intravascular coagulation, first trimester",O45.021
" Premature separation of placenta with disseminated intravascular coagulation, second trimester",O45.022
" Premature separation of placenta with disseminated intravascular coagulation, third trimester",O45.023
" Premature separation of placenta with disseminated intravascular coagulation, unspecified trimester",O45.029
 Premature separation of placenta with other coagulation defect,O45.09
" Premature separation of placenta with other coagulation defect, first trimester",O45.091
" Premature separation of placenta with other coagulation defect, second trimester",O45.092
" Premature separation of placenta with other coagulation defect, third trimester",O45.093
" Premature separation of placenta with other coagulation defect, unspecified trimester",O45.099
 Other premature separation of placenta,O45.8
 Other premature separation of placenta,O45.8X
" Other premature separation of placenta, first trimester",O45.8X1
" Other premature separation of placenta, second trimester",O45.8X2
" Other premature separation of placenta, third trimester",O45.8X3
" Other premature separation of placenta, unspecified trimester",O45.8X9
" Premature separation of placenta, unspecified",O45.9
" Premature separation of placenta, unspecified, unspecified trimester",O45.90
" Premature separation of placenta, unspecified, first trimester",O45.91
" Premature separation of placenta, unspecified, second trimester",O45.92
" Premature separation of placenta, unspecified, third trimester",O45.93
" Antepartum hemorrhage, not elsewhere classified",O46
 Antepartum hemorrhage with coagulation defect,O46.0
" Antepartum hemorrhage with coagulation defect, unspecified",O46.00
" Antepartum hemorrhage with coagulation defect, unspecified, first trimester",O46.001
" Antepartum hemorrhage with coagulation defect, unspecified, third trimester",O46.003
" Antepartum hemorrhage with coagulation defect, unspecified, unspecified trimester",O46.009
 Antepartum hemorrhage with afibrinogenemia,O46.01
" Antepartum hemorrhage with afibrinogenemia, first trimester",O46.011
" Antepartum hemorrhage with afibrinogenemia, second trimester",O46.012
" Antepartum hemorrhage with afibrinogenemia, third trimester",O46.013
" Antepartum hemorrhage with afibrinogenemia, unspecified trimester",O46.019
 Antepartum hemorrhage with disseminated intravascular coagulation,O46.02
" Antepartum hemorrhage with disseminated intravascular coagulation, first trimester",O46.021
" Antepartum hemorrhage with disseminated intravascular coagulation, second trimester",O46.022
" Antepartum hemorrhage with disseminated intravascular coagulation, third trimester",O46.023
" Antepartum hemorrhage with disseminated intravascular coagulation, unspecified trimester",O46.029
 Antepartum hemorrhage with other coagulation defect,O46.09
" Antepartum hemorrhage with other coagulation defect, first trimester",O46.091
" Antepartum hemorrhage with other coagulation defect, second trimester",O46.092
" Antepartum hemorrhage with other coagulation defect, third trimester",O46.093
" Antepartum hemorrhage with other coagulation defect, unspecified trimester",O46.099
 Other antepartum hemorrhage,O46.8
 Other antepartum hemorrhage,O46.8X
" Other antepartum hemorrhage, first trimester",O46.8X1
" Other antepartum hemorrhage, second trimester",O46.8X2
" Other antepartum hemorrhage, third trimester",O46.8X3
" Other antepartum hemorrhage, unspecified trimester",O46.8X9
" Antepartum hemorrhage, unspecified",O46.9
" Antepartum hemorrhage, unspecified, unspecified trimester",O46.90
" Antepartum hemorrhage, unspecified, first trimester",O46.91
" Antepartum hemorrhage, unspecified, second trimester",O46.92
" Antepartum hemorrhage, unspecified, third trimester",O46.93
 False labor,O47
 False labor before 37 completed weeks of gestation,O47.0
" False labor before 37 completed weeks of gestation, unspecified trimester O47.02 False labor before 37 completed weeks of gestation, second trimester",O47.00
" False labor, unspecified",O47.9
 Late pregnancy,O48
 Post-term pregnancy,O48.0
 Prolonged pregnancy,O48.1
 Preterm labor without delivery,O60.0
" Preterm labor without delivery, unspecified trimester",O60.00
" Preterm labor without delivery, second trimester",O60.02
" Preterm labor without delivery, third trimester",O60.03
 Preterm labor with preterm delivery,O60.1
" Preterm labor with preterm delivery, unspecified trimester",O60.10
 Preterm labor second trimester with preterm delivery second trimester,O60.12
 Preterm labor second trimester with preterm delivery third trimester,O60.13
 Preterm labor third trimester with preterm delivery third trimester,O60.14
 Term delivery with preterm labor,O60.2
" Term delivery with preterm labor, second trimester",O60.22
" Term delivery with preterm labor, third trimester",O60.23
 Failed induction of labor,O61
 Failed medical induction of labor,O61.0
 Failed instrumental induction of labor,O61.1
 Other failed induction of labor,O61.8
" Failed induction of labor, unspecified",O61.9
 Abnormalities of forces of labor,O62
 Primary inadequate contractions,O62.0
 Secondary uterine inertia,O62.1
 Other uterine inertia,O62.2
 Precipitate labor,O62.3
" Hypertonic, incoordinate, and prolonged uterine contractions",O62.4
 Other abnormalities of forces of labor,O62.8
" Abnormality of forces of labor, unspecified",O62.9
 Long labor,O63
 Prolonged first stage (of labor),O63.0
 Prolonged second stage (of labor),O63.1
" Delayed delivery of second twin, triplet, etc.",O63.2
 Obstructed labor due to malposition and malpresentation of fetus,O64
 Obstructed labor due to incomplete rotation of fetal head,O64.0
